Video_id,Duration,Converted,Channel_Id,Channel_name,
mmGDsp2rQSg,PT4M24S,0h4m24s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
ebZrYdr-O_E,PT3M28S,0h3m28s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
1dyUUO217UY,PT7M54S,0h7m54s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
oWXUeRrHEfc,PT2M15S,0h2m15s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
dOIyJdVneWc,PT3M46S,0h3m46s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
ovb5H23nL_c,PT3M45S,0h3m45s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
4oyYNrUG5Hg,PT4M12S,0h4m12s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
xMO3HEOOFSc,PT3M47S,0h3m47s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
A8oyG5OodEc,PT5M19S,0h5m19s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
iHw3TjNmLSk,PT3M40S,0h3m40s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
#NAME?,PT3M51S,0h3m51s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
nWhV1UXVNz8,PT1M51S,0h1m51s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
93SMjioJT-8,PT3M25S,0h3m25s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
#NAME?,PT3M43S,0h3m43s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
mO3yQQUJ7rs,PT4M29S,0h4m29s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
m3gXAUK3fno,PT3M15S,0h3m15s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
roeGi8ixfyo,PT6M36S,0h6m36s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
MPIYifemd50,PT2M2S,0h2m2s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
qPaUgXr4aNI,PT2M45S,0h2m45s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
eGR7YhDCHZI,PT47S,0h0m47s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
dN9PbJkaAnM,PT3M10S,0h3m10s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
CVfHC2mng1U,PT51S,0h0m51s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
r_QNy3kLZE8,PT25S,0h0m25s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
h-2jo2tQ00A,PT57S,0h0m57s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
WtpcXy4HeJM,PT2M7S,0h2m7s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
WN6mjSdIsRQ,PT2M31S,0h2m31s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
3E30dHKFNz8,PT3M41S,0h3m41s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
LWIsB_YZTCc,PT7M8S,0h7m8s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
L-J3IXom7Yo,PT2M38S,0h2m38s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
32Csbc2av2M,PT2M27S,0h2m27s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
5Y-OG9fR1mk,PT3M11S,0h3m11s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
nifgYzuTxmQ,PT2M49S,0h2m49s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
T0OhXGfKbrM,PT3M26S,0h3m26s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
rfcdXNYb6Ro,PT3M38S,0h3m38s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
hf6KYPT7Cts,PT4M40S,0h4m40s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
PTkBi4rCFJE,PT2M17S,0h2m17s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
yOUGB1uqHDU,PT3M39S,0h3m39s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
28yGx1VGAoA,PT1M39S,0h1m39s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
uUxPp153B3k,PT2M15S,0h2m15s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
1J8pNYSu09c,PT1M21S,0h1m21s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
W8IvgZgS3eI,PT2M5S,0h2m5s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
3lIl8J7H0XE,PT2M1S,0h2m1s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
Ien_bUZIw9M,PT1M40S,0h1m40s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
Vv70O6TzpMw,PT2M48S,0h2m48s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
f6gdal5OD-Q,PT3M9S,0h3m9s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
J8j76DOD7aU,PT2M40S,0h2m40s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
Kua4-8N5lg4,PT3M7S,0h3m7s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
7SRNM77OF7A,PT3M,0h3m0s,UCL3bXmDdBadWGBLvP52T9lg,Beagle Care,
G3ww8elP73I,PT5M14S,0h5m14s,UCC4P0TtsS2tBOwsLnvjrgwQ,Sonia Pierangeli,
2h6e0CCv390,PT6M18S,0h6m18s,UCC4P0TtsS2tBOwsLnvjrgwQ,Sonia Pierangeli,
wk28d24v5UM,PT8S,0h0m8s,UCC4P0TtsS2tBOwsLnvjrgwQ,Sonia Pierangeli,
E66rjUgh78E,PT6M37S,0h6m37s,UCC4P0TtsS2tBOwsLnvjrgwQ,Sonia Pierangeli,
#NAME?,PT15M57S,0h15m57s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
iGNVPm2TdGM,PT56S,0h0m56s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
0eYPiZdtGC0,PT27M46S,0h27m46s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
t-GywGjEGwQ,PT27S,0h0m27s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
yJVrUdPhwcI,PT14M46S,0h14m46s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
_6Vn8kkdk3Y,PT11M33S,0h11m33s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
EgwkN35hfIg,PT33S,0h0m33s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
7pWj6lfPQ_c,PT16M32S,0h16m32s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
SA_u56JhN6o,PT20M27S,0h20m27s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
n8yCMkSt9QQ,PT20M,0h20m0s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
6MUb6wQF3bc,PT59S,0h0m59s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
FJ3lu0RzknE,PT16M24S,0h16m24s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
JqQshYCDVuo,PT58S,0h0m58s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
3XUyJ41alCU,PT17M51S,0h17m51s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
KrdtBd-68mg,PT56S,0h0m56s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
VQpTMmQEt4M,PT25M27S,0h25m27s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
of9-kuHJ0wA,PT26M19S,0h26m19s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
qqNl9fLP13k,PT24M8S,0h24m8s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
zVze-CBA83c,PT56S,0h0m56s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
ibVf3KpVBOg,PT20M19S,0h20m19s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
QV4UhhiaXMo,PT16M11S,0h16m11s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
_tS9-hezecE,PT41S,0h0m41s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
Ghfvu58vius,PT26M56S,0h26m56s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
Y1-3Baq-L7s,PT17S,0h0m17s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
Dc9IrBwelZw,PT18M43S,0h18m43s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
iNjSdD1QRII,PT17M36S,0h17m36s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
PAsvyTrrgLo,PT23M57S,0h23m57s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
qscm5pqKOxU,PT12M21S,0h12m21s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
mVNRbZpsS0I,PT18S,0h0m18s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
Pf50_iiupJg,PT13M31S,0h13m31s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
l3CfSWiPtWA,PT26S,0h0m26s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
9V-_Bfb9dhY,PT19M8S,0h19m8s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
#NAME?,PT12M23S,0h12m23s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
G_suk0LbbVY,PT24M58S,0h24m58s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
SImcLKeE1Q4,PT15M36S,0h15m36s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
Mmn0OU4UvCM,PT15M11S,0h15m11s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
QKRGhcVhEyg,PT16S,0h0m16s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
hMDxMZLV9is,PT14M36S,0h14m36s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
JXPaz87tRRE,PT12M11S,0h12m11s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
8OH2SrAHdBY,PT9M25S,0h9m25s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
cAnKrr7xNbM,PT12M36S,0h12m36s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
opmDOVEzKso,PT7M55S,0h7m55s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
s7auVzJRiXU,PT6M33S,0h6m33s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
6nL3VpW6sV4,PT10M29S,0h10m29s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
usLljrHY-zU,PT7M29S,0h7m29s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
J2fLxlOamGg,PT22M47S,0h22m47s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
5LfoGGbAwiE,PT12M46S,0h12m46s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
hFTDZGqm_so,PT9M56S,0h9m56s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
kZZTFsFrA48,PT3M18S,0h3m18s,UC8p3oT98Gb9VwzhMjHlWJEQ,Joy Eseyin,
I4AcCNB1QCM,PT14M40S,0h14m40s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
#NAME?,PT58S,0h0m58s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
Pd88VqUv2_w,PT15M22S,0h15m22s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
pqCwC17k1oI,PT9M52S,0h9m52s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
S86cqF07mi8,PT29S,0h0m29s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
mjNSchdVmNo,PT1M1S,0h1m1s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
OyrBy_xGoYA,PT12S,0h0m12s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
8YVfwNDYFaY,PT13M33S,0h13m33s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
MsmYDe0HoPg,PT14M30S,0h14m30s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
OK3XGqTX3rA,PT15M11S,0h15m11s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
XKVXhAveZ3o,PT14M32S,0h14m32s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
zSMTRYs-kD8,PT1M,0h1m0s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
qHmza8tLz4I,PT28S,0h0m28s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
ydmLoGrVwME,PT29S,0h0m29s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
ygsoRs4SgWM,PT7S,0h0m7s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
87EDGpVti-g,PT25M35S,0h25m35s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
a6kq2BQBC_A,PT12M35S,0h12m35s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
QrSCwxrLrRc,PT18M35S,0h18m35s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
9xeffJM36Hs,PT59S,0h0m59s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
AjeEtkUWDRM,PT1M,0h1m0s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
mgUOBVli__k,PT59S,0h0m59s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
KAjkicwrD4I,PT24M26S,0h24m26s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
DerVFetpa7w,PT52S,0h0m52s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
QXyVYDREWGc,PT46S,0h0m46s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
GP3jqiPr6Vo,PT40S,0h0m40s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
dj0xvph_7nU,PT56S,0h0m56s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
V3yXSD2O95E,PT25M25S,0h25m25s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
dJGLDPG-_9I,PT19M10S,0h19m10s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
E5Tt2LXvec0,PT1M,0h1m0s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
YAOsoSto2OY,PT12M23S,0h12m23s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
Upds00rPMYU,PT1M1S,0h1m1s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
r1N81RRQ4ec,PT47M31S,0h47m31s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
AYeU2NlnoxA,PT49S,0h0m49s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
jqLbbU04FZg,PT13M17S,0h13m17s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
y_SmtOE9gDo,PT35S,0h0m35s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
ZIF8X-TJNbk,PT1M,0h1m0s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
qFmkbG2LRu0,PT58S,0h0m58s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
lmOqH5Hka4E,PT14S,0h0m14s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
aSG8pYGCpj4,PT7M21S,0h7m21s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
O93QYHiAaxM,PT5S,0h0m5s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
VchQvPl6j8E,PT35S,0h0m35s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
0Jt-erB_-3A,PT21M45S,0h21m45s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
EP56wTBgiPM,PT52S,0h0m52s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
SHB1Unpukuc,PT58S,0h0m58s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
zkrVNiFSJt8,PT57S,0h0m57s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
0YdncCkGQUg,PT57S,0h0m57s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
pkJ_P_3sUvM,PT43S,0h0m43s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
mkxDgdC920E,PT12M37S,0h12m37s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
z6ep308goxQ,PT15M15S,0h15m15s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
tdeKDC_TY0o,PT10M40S,0h10m40s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
X1ALfaV_Nww,PT10M9S,0h10m9s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
c_1elEorjRU,PT29S,0h0m29s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
hHzdTyiDRNI,PT17M4S,0h17m4s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
XKrPcIvD-Hc,PT13S,0h0m13s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
Wn3N-yRrmUk,PT33S,0h0m33s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
7tidS50vfUI,PT41S,0h0m41s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
BeJqgI6rw9k,PT12M5S,0h12m5s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
gBqV0OpTo0o,PT18M5S,0h18m5s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
_lD6yWFJsN4,PT11M23S,0h11m23s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
YMC8-IYXq1g,PT9M23S,0h9m23s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
uXQLkQxJ904,PT16M44S,0h16m44s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
hYRkQEFWnNo,PT25M25S,0h25m25s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
w-bhtdPyBRo,PT12M58S,0h12m58s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
o3YtcwPI5fw,PT10M28S,0h10m28s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
sREeEe2ehqQ,PT24M16S,0h24m16s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
vTKPA7avpbM,PT19M16S,0h19m16s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
XiwUDzyACWY,PT13M16S,0h13m16s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
s9MGfP_gigM,PT26M34S,0h26m34s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
LyUVgcsjp8s,PT22M1S,0h22m1s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
nqEh2PJpjIQ,PT6M32S,0h6m32s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
PLwR1vjo2F4,PT14M8S,0h14m8s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
xvOkXXprG2g,PT19M34S,0h19m34s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
lY_8Qc93j1U,PT14M22S,0h14m22s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
_QCPiEnel7w,PT17M54S,0h17m54s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
YnN0wKsU5nY,PT14M26S,0h14m26s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
Kpm8rEywBDQ,PT23M15S,0h23m15s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
13zqeZdyQiM,PT18M44S,0h18m44s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
WEQTrW9NP68,PT13M7S,0h13m7s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
sj0LQXrvU-w,PT14M51S,0h14m51s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
AtieSxtkZ0k,PT12M54S,0h12m54s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
VKOFYe5Mn-k,PT10M46S,0h10m46s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
181Nj060xMQ,PT18M3S,0h18m3s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
NUXzNYUFlsk,PT51S,0h0m51s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
kNqM7SxrV5E,PT27S,0h0m27s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
RGj6fsKeRh4,PT6S,0h0m6s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
XRNGzU44Wks,PT15S,0h0m15s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
ajjfqXLzBjs,PT42S,0h0m42s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
urYPmhe1v4Q,PT1M1S,0h1m1s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
sdzX08d6NQQ,PT20S,0h0m20s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
#NAME?,PT11M6S,0h11m6s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
S9-sN608J4E,PT10M2S,0h10m2s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
OeFujF6LdAM,PT13M21S,0h13m21s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
kJj2IOCNrmg,PT11M45S,0h11m45s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
bR2qUXmqgv4,PT10M59S,0h10m59s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
_ZrRpL2s3t8,PT13M56S,0h13m56s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
X31izD4du38,PT14M59S,0h14m59s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
semHAO-AEn0,PT14M49S,0h14m49s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
9oK6MBYGpb8,PT17M27S,0h17m27s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
f3WuvkECpjo,PT26S,0h0m26s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
#NAME?,PT43S,0h0m43s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
C772pXoTVGs,PT8M3S,0h8m3s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
G2yvo_hvxDM,PT14M58S,0h14m58s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
vOZgnKqzKEI,PT13M24S,0h13m24s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
OosAqhc68jc,PT8M6S,0h8m6s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
vbDObzI-CTc,PT8M15S,0h8m15s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
foEhY9R3Xc8,PT49S,0h0m49s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
2U09QFpboYA,PT1M1S,0h1m1s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
c0ubowKKMZo,PT1M,0h1m0s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
X3dQNFoi8gg,PT18M37S,0h18m37s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
2Wn6E3J313M,PT12M33S,0h12m33s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
s-YiQiS-JQc,PT5M6S,0h5m6s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
w28BLCybd_0,PT13M36S,0h13m36s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
7W6uSF98b6s,PT24M53S,0h24m53s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
ELo8dfmfXr4,PT18M49S,0h18m49s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
9UtTHcp44AM,PT5M23S,0h5m23s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
A-adia80txA,PT3M31S,0h3m31s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
zpO4knp26qE,PT19S,0h0m19s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
iIPNzpYTtww,PT18S,0h0m18s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
Asbanzn9Dmo,PT51S,0h0m51s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
AkGv1ZmdW4Q,PT1M1S,0h1m1s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
Y_NvR5dIaOY,PT19M51S,0h19m51s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
hReOwYIj1sE,PT10M41S,0h10m41s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
6uwaX4wgZCQ,PT11M17S,0h11m17s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
pmz-ss3zrqI,PT11M25S,0h11m25s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
JI8zSH0j1Pc,PT13M35S,0h13m35s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
XqmrRxLlZTs,PT14M56S,0h14m56s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
J6iiFZshpHw,PT11M30S,0h11m30s,UCqVEHtQoXHmUCfJ-9smpTSg,Answer in Progress,
e8xRzbxXWfw,PT39S,0h0m39s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
k376RjUFRt8,PT20S,0h0m20s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
vo61YDV8Q30,PT43S,0h0m43s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
63r6HQpDFmU,PT8M56S,0h8m56s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
JJ7o2OcKgbA,PT14S,0h0m14s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
wgwWsvXKhUc,PT25S,0h0m25s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
joBh1uTpMm8,PT53S,0h0m53s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
RiFCfbaBKlI,PT1M,0h1m0s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
CdvO-BqBDLc,PT13M6S,0h13m6s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
dt__Kpnnnj8,PT43S,0h0m43s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
qEZhOJWht0w,PT55S,0h0m55s,UCKjFW3fLTteXH4p6pir1H2Q,kaavikiwi,
